design,n,m,rho,nrho,sigma,tpi,tier
design_74,50,58,0.0473469387755102,2.36734693877551,0.6499336836196815,0.3500663163803185,precarious
design_75,50,58,0.0473469387755102,2.36734693877551,0.6499336836196815,0.3500663163803185,precarious
design_76,29,30,0.07389162561576355,2.1428571428571432,0.6831300510639732,0.3168699489360268,precarious
design_77,36,38,0.06031746031746032,2.1714285714285713,0.6786208925382962,0.32137910746170384,precarious
design_78,35,38,0.06386554621848739,2.235294117647059,0.6688560540599386,0.33114394594006136,precarious
design_79,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_80,60,69,0.03898305084745763,2.3389830508474576,0.6538625481582945,0.3461374518417055,precarious
design_81,60,69,0.03898305084745763,2.3389830508474576,0.6538625481582945,0.3461374518417055,precarious
design_82,35,37,0.06218487394957983,2.1764705882352944,0.677834389404565,0.322165610595435,precarious
design_83,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_84,74,79,0.029248426508700482,2.164383561643836,0.679724441561208,0.32027555843879196,precarious
design_85,74,79,0.029248426508700482,2.164383561643836,0.679724441561208,0.32027555843879196,precarious
design_86,42,44,0.05110336817653891,2.1463414634146343,0.6825753371673275,0.31742466283267246,precarious
design_87,116,128,0.019190404797601198,2.226086956521739,0.6702378309227255,0.3297621690772745,precarious
design_88,116,128,0.019190404797601198,2.226086956521739,0.6702378309227255,0.3297621690772745,precarious
design_89,38,42,0.059743954480796585,2.27027027027027,0.663683803084112,0.336316196915888,precarious
design_90,21,22,0.10476190476190476,2.2,0.674199862463242,0.32580013753675796,precarious
design_91,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_92,36,38,0.06031746031746032,2.1714285714285713,0.6786208925382962,0.32137910746170384,precarious
design_93,36,38,0.06031746031746032,2.1714285714285713,0.6786208925382962,0.32137910746170384,precarious
design_94,31,34,0.07311827956989247,2.2666666666666666,0.6642111641550714,0.3357888358449286,precarious
design_95,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_96,79,84,0.027263875365141188,2.1538461538461537,0.681385143869247,0.318614856130753,precarious
design_97,71,74,0.02977867203219316,2.1142857142857143,0.6877303054053769,0.31226969459462306,precarious
design_98,102,110,0.021355076684139003,2.1782178217821784,0.6775624761532394,0.3224375238467606,precarious
design_99,35,39,0.06554621848739496,2.294117647058824,0.6602252917735247,0.33977470822647526,precarious
design_100,71,75,0.030181086519114688,2.142857142857143,0.6831300510639732,0.3168699489360268,precarious
design_101,47,50,0.04625346901017576,2.1739130434782608,0.6782329983125268,0.3217670016874732,precarious
design_102,62,68,0.035959809624537285,2.2295081967213117,0.6697233845138647,0.3302766154861353,precarious
design_103,62,68,0.035959809624537285,2.2295081967213117,0.6697233845138647,0.3302766154861353,precarious
design_104,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_105,24,25,0.09057971014492754,2.1739130434782608,0.6782329983125268,0.3217670016874732,precarious
design_106,24,25,0.09057971014492754,2.1739130434782608,0.6782329983125268,0.3217670016874732,precarious
design_109,26,29,0.08923076923076922,2.32,0.6565321642986128,0.34346783570138717,precarious
design_110,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_111,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_112,21,22,0.10476190476190476,2.2,0.674199862463242,0.32580013753675796,precarious
design_113,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_114,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_115,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_116,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_117,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_118,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_119,32,33,0.06653225806451613,2.129032258064516,0.6853444168423419,0.31465558315765807,precarious
design_120,32,33,0.06653225806451613,2.129032258064516,0.6853444168423419,0.31465558315765807,precarious
design_121,105,119,0.021794871794871794,2.2884615384615383,0.6610406870351978,0.3389593129648022,precarious
design_122,104,116,0.021657953696788648,2.2524271844660193,0.6663073744461931,0.33369262555380685,precarious
design_123,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_124,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_125,60,68,0.0384180790960452,2.305084745762712,0.6586528140164322,0.34134718598356784,precarious
design_126,53,60,0.04354136429608128,2.3076923076923075,0.6582805886043833,0.3417194113956167,precarious
design_127,93,100,0.02337540906965872,2.1739130434782608,0.6782329983125268,0.3217670016874732,precarious
design_128,68,76,0.033362598770851626,2.268656716417911,0.6639197795548876,0.33608022044511243,precarious
design_129,46,52,0.050241545893719805,2.311111111111111,0.657793514480272,0.342206485519728,precarious
design_130,46,52,0.050241545893719805,2.311111111111111,0.657793514480272,0.342206485519728,precarious
design_131,73,76,0.0289193302891933,2.111111111111111,0.6882472016116853,0.3117527983883147,precarious
design_132,44,48,0.0507399577167019,2.2325581395348837,0.6692657668420421,0.3307342331579579,precarious
design_133,44,48,0.0507399577167019,2.2325581395348837,0.6692657668420421,0.3307342331579579,precarious
design_134,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_135,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_136,86,99,0.027086183310533515,2.3294117647058825,0.6552044942557471,0.3447955057442529,precarious
design_137,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_138,50,58,0.0473469387755102,2.36734693877551,0.6499336836196815,0.3500663163803185,precarious
design_139,50,58,0.0473469387755102,2.36734693877551,0.6499336836196815,0.3500663163803185,precarious
design_140,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_141,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_142,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_143,25,27,0.09,2.25,0.6666666666666666,0.33333333333333337,precarious
design_144,31,33,0.07096774193548387,2.2,0.674199862463242,0.32580013753675796,precarious
design_145,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_146,51,54,0.042352941176470586,2.1599999999999997,0.6804138174397718,0.3195861825602282,precarious
design_147,72,78,0.03051643192488263,2.1971830985915495,0.674631903431942,0.325368096568058,precarious
design_148,72,78,0.03051643192488263,2.1971830985915495,0.674631903431942,0.325368096568058,precarious
design_149,22,24,0.1038961038961039,2.285714285714286,0.6614378277661476,0.33856217223385243,precarious
design_150,49,56,0.047619047619047616,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_151,29,32,0.07881773399014778,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_152,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_153,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_154,21,22,0.10476190476190476,2.2,0.674199862463242,0.32580013753675796,precarious
design_155,26,29,0.08923076923076922,2.32,0.6565321642986128,0.34346783570138717,precarious
design_156,29,32,0.07881773399014778,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_157,139,154,0.01605671984151809,2.231884057971014,0.6693668262260598,0.3306331737739402,precarious
design_158,96,100,0.021929824561403508,2.1052631578947367,0.6892024376045112,0.31079756239548884,precarious
design_159,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_160,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_161,166,181,0.01321650237312888,2.1939393939393943,0.6751304355251476,0.3248695644748524,precarious
design_162,66,72,0.033566433566433566,2.2153846153846155,0.6718548123582124,0.3281451876417876,precarious
design_163,66,72,0.033566433566433566,2.2153846153846155,0.6718548123582124,0.3281451876417876,precarious
design_164,90,98,0.02446941323345818,2.202247191011236,0.6738557951469003,0.3261442048530997,precarious
design_165,32,36,0.07258064516129033,2.3225806451612905,0.6561673228343176,0.34383267716568244,precarious
design_166,32,36,0.07258064516129033,2.3225806451612905,0.6561673228343176,0.34383267716568244,precarious
design_167,56,61,0.03961038961038961,2.2181818181818183,0.6714310628286031,0.3285689371713969,precarious
design_168,29,32,0.07881773399014778,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_169,36,40,0.06349206349206349,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_170,29,32,0.07881773399014778,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_171,54,62,0.04332634521313766,2.339622641509434,0.6537731677261692,0.3462268322738308,precarious
design_172,54,62,0.04332634521313766,2.339622641509434,0.6537731677261692,0.3462268322738308,precarious
design_173,60,64,0.03615819209039548,2.169491525423729,0.6789237807000135,0.32107621929998653,precarious
design_174,35,36,0.06050420168067227,2.1176470588235294,0.6871842709362768,0.31281572906372324,precarious
design_175,45,48,0.048484848484848485,2.1818181818181817,0.67700320038633,0.32299679961367,precarious
design_176,48,52,0.04609929078014184,2.212765957446808,0.6722522420364822,0.32774775796351785,precarious
design_177,53,55,0.03991291727140784,2.1153846153846154,0.6875516509523286,0.3124483490476714,precarious
design_178,96,100,0.021929824561403508,2.1052631578947367,0.6892024376045112,0.31079756239548884,precarious
design_179,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_180,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_181,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_182,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_183,42,45,0.05226480836236934,2.1951219512195124,0.674948557710553,0.32505144228944705,precarious
design_184,42,45,0.05226480836236934,2.1951219512195124,0.674948557710553,0.32505144228944705,precarious
design_185,47,50,0.04625346901017576,2.1739130434782608,0.6782329983125268,0.3217670016874732,precarious
design_186,77,88,0.03007518796992481,2.3157894736842106,0.6571287406727709,0.34287125932722906,precarious
design_187,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_188,29,32,0.07881773399014778,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_189,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_190,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_191,35,36,0.06050420168067227,2.1176470588235294,0.6871842709362768,0.31281572906372324,precarious
design_192,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_193,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_194,80,92,0.02911392405063291,2.329113924050633,0.6552463857870232,0.3447536142129768,precarious
design_195,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_196,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_197,25,27,0.09,2.25,0.6666666666666666,0.33333333333333337,precarious
design_198,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_199,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_200,42,48,0.05574912891986063,2.341463414634146,0.6535161308899218,0.3464838691100782,precarious
design_201,29,32,0.07881773399014778,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_202,48,52,0.04609929078014184,2.212765957446808,0.6722522420364822,0.32774775796351785,precarious
design_203,33,34,0.06439393939393939,2.125,0.6859943405700353,0.3140056594299647,precarious
design_204,50,58,0.0473469387755102,2.36734693877551,0.6499336836196815,0.3500663163803185,precarious
design_205,50,58,0.0473469387755102,2.36734693877551,0.6499336836196815,0.3500663163803185,precarious
design_206,90,96,0.02397003745318352,2.157303370786517,0.6808389432653413,0.31916105673465867,precarious
design_207,90,96,0.02397003745318352,2.157303370786517,0.6808389432653413,0.31916105673465867,precarious
design_208,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_209,29,32,0.07881773399014778,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_210,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_211,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_212,32,33,0.06653225806451613,2.129032258064516,0.6853444168423419,0.31465558315765807,precarious
design_213,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_214,28,30,0.07936507936507936,2.2222222222222223,0.6708203932499369,0.3291796067500631,precarious
design_215,35,39,0.06554621848739496,2.294117647058824,0.6602252917735247,0.33977470822647526,precarious
design_216,51,57,0.04470588235294118,2.2800000000000002,0.6622661785325219,0.3377338214674781,precarious
design_217,53,60,0.04354136429608128,2.3076923076923075,0.6582805886043833,0.3417194113956167,precarious
design_218,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_219,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_220,26,29,0.08923076923076922,2.32,0.6565321642986128,0.34346783570138717,precarious
design_221,26,29,0.08923076923076922,2.32,0.6565321642986128,0.34346783570138717,precarious
design_222,26,29,0.08923076923076922,2.32,0.6565321642986128,0.34346783570138717,precarious
design_223,29,30,0.07389162561576355,2.1428571428571432,0.6831300510639732,0.3168699489360268,precarious
design_224,22,24,0.1038961038961039,2.285714285714286,0.6614378277661476,0.33856217223385243,precarious
design_225,22,24,0.1038961038961039,2.285714285714286,0.6614378277661476,0.33856217223385243,precarious
design_226,35,36,0.06050420168067227,2.1176470588235294,0.6871842709362768,0.31281572906372324,precarious
design_227,126,131,0.016634920634920634,2.096,0.690723704994422,0.30927629500557796,precarious
design_228,53,56,0.040638606676342524,2.1538461538461537,0.681385143869247,0.318614856130753,precarious
design_229,22,24,0.1038961038961039,2.285714285714286,0.6614378277661476,0.33856217223385243,precarious
design_230,26,29,0.08923076923076922,2.32,0.6565321642986128,0.34346783570138717,precarious
design_231,26,29,0.08923076923076922,2.32,0.6565321642986128,0.34346783570138717,precarious
design_232,73,84,0.0319634703196347,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_233,72,78,0.03051643192488263,2.1971830985915495,0.674631903431942,0.325368096568058,precarious
design_234,69,80,0.03410059676044331,2.3529411764705883,0.6519202405202649,0.34807975947973513,precarious
design_235,29,32,0.07881773399014778,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_236,152,164,0.014290693621470896,2.172185430463576,0.6785026556016833,0.3214973443983167,precarious
design_237,152,164,0.014290693621470896,2.172185430463576,0.6785026556016833,0.3214973443983167,precarious
design_238,46,50,0.04830917874396135,2.2222222222222223,0.6708203932499369,0.3291796067500631,precarious
design_239,62,72,0.03807509254362771,2.360655737704918,0.6508541396588878,0.34914586034111217,precarious
design_240,62,72,0.03807509254362771,2.360655737704918,0.6508541396588878,0.34914586034111217,precarious
design_241,43,46,0.05094130675526024,2.1904761904761902,0.6756639246921763,0.3243360753078237,precarious
design_242,60,66,0.03728813559322034,2.2372881355932206,0.6685579234215214,0.3314420765784786,precarious
design_243,29,32,0.07881773399014778,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_244,26,29,0.08923076923076922,2.32,0.6565321642986128,0.34346783570138717,precarious
design_245,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_246,88,96,0.025078369905956112,2.206896551724138,0.673145600891813,0.32685439910818703,precarious
design_247,88,96,0.025078369905956112,2.206896551724138,0.673145600891813,0.32685439910818703,precarious
design_248,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_249,21,22,0.10476190476190476,2.2,0.674199862463242,0.32580013753675796,precarious
design_250,41,44,0.05365853658536585,2.2,0.674199862463242,0.32580013753675796,precarious
design_251,44,48,0.0507399577167019,2.2325581395348837,0.6692657668420421,0.3307342331579579,precarious
design_252,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_253,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_254,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_255,61,68,0.03715846994535519,2.2666666666666666,0.6642111641550714,0.3357888358449286,precarious
design_256,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_257,74,86,0.03184005923731951,2.3561643835616435,0.6514741780386716,0.3485258219613284,precarious
design_258,34,38,0.0677361853832442,2.3030303030303028,0.6589465276604692,0.34105347233953076,precarious
design_259,34,38,0.0677361853832442,2.3030303030303028,0.6589465276604692,0.34105347233953076,precarious
design_260,105,112,0.020512820512820513,2.1538461538461537,0.681385143869247,0.318614856130753,precarious
design_261,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_262,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_263,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_264,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_265,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_266,57,66,0.041353383458646614,2.357142857142857,0.6513389472789296,0.3486610527210704,precarious
design_267,37,42,0.06306306306306306,2.333333333333333,0.6546536707079772,0.3453463292920228,precarious
design_268,149,164,0.014873934337021586,2.2162162162162162,0.6717287489717273,0.3282712510282727,precarious
design_269,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_270,97,104,0.022336769759450172,2.1666666666666665,0.6793662204867574,0.32063377951324257,precarious
design_271,57,65,0.040726817042606514,2.321428571428571,0.6563301233138936,0.3436698766861064,precarious
design_272,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_273,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_274,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_275,52,56,0.042232277526395176,2.196078431372549,0.674801558131828,0.32519844186817204,precarious
design_276,52,56,0.042232277526395176,2.196078431372549,0.674801558131828,0.32519844186817204,precarious
design_277,75,82,0.02954954954954955,2.2162162162162162,0.6717287489717273,0.3282712510282727,precarious
design_278,62,72,0.03807509254362771,2.360655737704918,0.6508541396588878,0.34914586034111217,precarious
design_279,31,33,0.07096774193548387,2.2,0.674199862463242,0.32580013753675796,precarious
design_280,54,58,0.04053109713487072,2.188679245283019,0.6759412339280226,0.32405876607197737,precarious
design_281,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_282,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
design_283,65,68,0.032692307692307694,2.125,0.6859943405700353,0.3140056594299647,precarious
design_284,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_285,35,36,0.06050420168067227,2.1176470588235294,0.6871842709362768,0.31281572906372324,precarious
design_286,38,44,0.06258890469416785,2.378378378378378,0.6484246644403231,0.3515753355596769,precarious
design_287,72,80,0.03129890453834116,2.2535211267605635,0.6661456297237114,0.3338543702762886,precarious
design_288,29,32,0.07881773399014778,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_289,93,96,0.02244039270687237,2.0869565217391304,0.6922186552431729,0.30778134475682706,precarious
design_290,29,32,0.07881773399014778,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_291,22,24,0.1038961038961039,2.285714285714286,0.6614378277661476,0.33856217223385243,precarious
design_292,22,24,0.1038961038961039,2.285714285714286,0.6614378277661476,0.33856217223385243,precarious
design_293,44,48,0.0507399577167019,2.2325581395348837,0.6692657668420421,0.3307342331579579,precarious
design_294,44,48,0.0507399577167019,2.2325581395348837,0.6692657668420421,0.3307342331579579,precarious
design_295,29,32,0.07881773399014778,2.2857142857142856,0.6614378277661477,0.3385621722338523,precarious
design_296,72,83,0.03247261345852895,2.338028169014084,0.6539960576131129,0.34600394238688714,precarious
design_297,25,27,0.09,2.25,0.6666666666666666,0.33333333333333337,precarious
design_298,21,22,0.10476190476190476,2.2,0.674199862463242,0.32580013753675796,precarious
design_299,30,34,0.07816091954022988,2.3448275862068964,0.6530471562110153,0.3469528437889847,precarious
